payment_id,policy_id,billing_month,premium_due,amount_paid,payment_status
PM0001708,P00078,2026-07-01,500.1,500.1,Paid
PM0011722,P00605,2025-05-01,125.98,125.98,Paid
PM0009950,P00511,2026-05-01,105.47,105.47,Paid
PM0009425,P00485,2025-01-01,288.29,288.29,Paid
PM0002870,P00143,2025-05-01,472.19,472.19,Paid
PM0011974,P00619,2025-04-01,377.2,377.2,Paid
PM0002730,P00137,2025-02-01,166.98,166.98,Paid
PM0007521,P00389,2025-03-01,270.03,270.03,Paid
PM0014247,P00733,2025-08-01,118.82,118.82,Paid
PM0012110,P00626,2026-03-01,143.61,143.61,Paid
PM0007647,P00396,2024-11-01,555.67,555.67,Paid
PM0010276,P00527,2026-04-01,559.89,559.89,Paid
PM0001256,P00058,2024-07-01,375.89,375.89,Paid
PM0012487,P00641,2025-07-01,309.29,309.29,Paid
PM0003673,P00183,2026-04-01,179.81,179.81,Paid
PM0000856,P00039,2025-12-01,1099.84,1099.84,Paid
PM0003530,P00173,2025-05-01,247.69,247.69,Paid
PM0013997,P00720,2023-09-01,339.91,339.91,Paid
PM0013607,P00698,2024-06-01,286.36,286.36,Paid
PM0002978,P00148,2026-06-01,62.38,62.38,Paid
PM0002652,P00133,2024-08-01,144.56,144.56,Paid
PM0011809,P00612,2026-03-01,744.62,744.62,Paid
PM0002990,P00149,2024-10-01,166.92,166.92,Paid
PM0000251,P00014,2025-09-01,207.74,207.74,Paid
PM0010510,P00538,2024-09-01,199.22,199.22,Paid
PM0002011,P00098,2025-06-01,246.27,246.27,Paid
PM0000838,P00038,2025-12-01,422.3,422.3,Paid
PM0004223,P00221,2023-06-01,354.54,354.54,Paid
PM0014266,P00734,2026-02-01,137.75,137.75,Paid
PM0007830,P00404,2026-06-01,661.28,661.28,Paid
PM0011961,P00619,2024-03-01,377.2,377.2,Paid
PM0004839,P00255,2023-10-01,444.0,444.0,Paid
PM0012261,P00632,2025-07-01,213.13,213.13,Paid
PM0003273,P00163,2024-07-01,505.44,505.44,Paid
PM0005130,P00271,2024-09-01,286.75,286.75,Paid
PM0012656,P00650,2025-01-01,300.09,0.0,Missed
PM0004321,P00225,2025-03-01,210.95,210.95,Paid
PM0002914,P00145,2025-02-01,294.38,294.38,Paid
PM0006894,P00351,2024-10-01,467.05,467.05,Paid
PM0013401,P00687,2023-04-01,157.79,157.79,Paid
PM0002935,P00146,2025-12-01,251.37,251.37,Paid
PM0000843,P00039,2024-11-01,1099.84,0.0,Missed
PM0011933,P00617,2025-11-01,332.67,332.67,Paid
PM0010798,P00551,2025-11-01,211.89,211.89,Paid
PM0010768,P00550,2024-10-01,158.06,158.06,Paid
PM0014371,P00739,2023-08-01,147.41,147.41,Paid
PM0002649,P00133,2024-05-01,144.56,144.56,Paid
PM0003631,P00182,2026-04-01,226.88,226.88,Paid
PM0013999,P00720,2023-11-01,339.91,339.91,Paid
PM0010957,P00563,2024-08-01,142.21,142.21,Paid
PM0013909,P00713,2024-03-01,694.25,694.25,Paid
PM0003221,P00162,2023-05-01,283.27,283.27,Paid
PM0011018,P00570,2023-05-01,159.96,159.96,Paid
PM0005489,P00290,2025-05-01,564.15,564.15,Paid
PM0002144,P00104,2026-06-01,248.78,248.78,Paid
PM0012516,P00643,2025-04-01,269.85,269.85,Paid
PM0010465,P00536,2025-12-01,0.0,0.0,Paid
PM0012297,P00634,2023-10-01,347.04,0.0,Missed
PM0010046,P00517,2026-05-01,57.45,57.45,Paid
PM0007354,P00379,2026-01-01,273.9,273.9,Paid
PM0001549,P00071,2025-09-01,410.51,410.51,Paid
PM0000209,P00013,2025-08-01,149.19,149.19,Paid
PM0012237,P00632,2023-07-01,213.13,213.13,Paid
PM0011447,P00593,2023-12-01,142.88,142.88,Paid
PM0007881,P00408,2026-02-01,137.55,137.55,Paid
PM0008011,P00415,2026-01-01,435.73,435.73,Paid
PM0010504,P00537,2026-02-01,570.54,570.54,Paid
PM0014067,P00723,2025-03-01,242.27,242.27,Paid
PM0004532,P00234,2026-05-01,101.87,101.87,Paid
PM0013455,P00690,2026-02-01,357.85,357.85,Paid
PM0002143,P00104,2026-05-01,248.78,248.78,Paid
PM0004812,P00252,2026-06-01,228.86,228.86,Paid
PM0008380,P00434,2026-02-01,639.88,639.88,Paid
PM0006124,P00317,2026-06-01,140.28,140.28,Paid
PM0013503,P00693,2025-05-01,313.0,313.0,Paid
PM0001877,P00089,2026-03-01,211.65,211.65,Paid
PM0010217,P00525,2024-10-01,29.64,29.64,Paid
PM0013126,P00674,2023-09-01,176.2,124.86,Partial
PM0003297,P00163,2026-07-01,505.44,505.44,Paid
PM0008289,P00429,2025-04-01,306.99,0.0,Missed
PM0010100,P00519,2025-03-01,429.63,429.63,Paid
PM0013542,P00695,2025-02-01,547.06,547.06,Paid
PM0005538,P00294,2026-05-01,166.79,166.79,Paid
PM0008164,P00423,2024-12-01,121.63,121.63,Paid
PM0009990,P00514,2025-05-01,208.68,208.68,Paid
PM0011563,P00596,2026-07-01,174.96,174.96,Paid
PM0005779,P00305,2024-04-01,258.23,258.23,Paid
PM0009049,P00468,2025-03-01,439.51,439.51,Paid
PM0001030,P00046,2026-02-01,408.98,408.98,Paid
PM0000244,P00014,2025-02-01,207.74,207.74,Paid
PM0012998,P00668,2023-05-01,75.59,75.59,Paid
PM0008719,P00448,2026-07-01,387.88,387.88,Paid
PM0009979,P00513,2026-02-01,80.59,80.59,Paid
PM0008029,P00416,2024-04-01,127.49,127.49,Paid
PM0009064,P00468,2026-06-01,439.51,439.51,Paid
PM0014368,P00739,2023-05-01,147.41,147.41,Paid
PM0012193,P00630,2025-06-01,287.44,287.44,Paid
PM0001495,P00069,2023-09-01,143.01,143.01,Paid
PM0007216,P00373,2025-07-01,362.95,362.95,Paid
PM0012052,P00624,2025-03-01,918.51,918.51,Paid
PM0014305,P00736,2025-05-01,122.83,0.0,Missed
PM0011127,P00576,2025-01-01,0.0,0.0,Paid
PM0000749,P00034,2025-09-01,68.03,68.03,Paid
PM0002791,P00139,2025-01-01,560.94,560.94,Paid
PM0001328,P00063,2025-12-01,606.65,0.0,Missed
PM0002664,P00133,2025-08-01,144.56,144.56,Paid
PM0013752,P00705,2025-10-01,165.8,0.0,Missed
PM0000379,P00018,2026-03-01,131.65,131.65,Paid
PM0005265,P00275,2026-06-01,181.0,181.0,Paid
PM0002384,P00119,2025-03-01,67.83,67.83,Paid
PM0003880,P00197,2024-06-01,810.95,810.95,Paid
PM0000119,P00008,2025-07-01,317.11,317.11,Paid
PM0003650,P00183,2024-05-01,179.81,179.81,Paid
PM0007241,P00374,2024-01-01,115.5,115.5,Paid
PM0000485,P00023,2024-04-01,574.6,574.6,Paid
PM0003760,P00188,2026-05-01,151.72,151.72,Paid
PM0000348,P00018,2023-08-01,131.65,131.65,Paid
PM0001562,P00073,2024-03-01,35.19,35.19,Paid
PM0008321,P00430,2025-07-01,323.55,323.55,Paid
PM0012385,P00636,2026-03-01,152.85,152.85,Paid
PM0002803,P00139,2026-01-01,560.94,560.94,Paid
PM0013097,P00672,2025-02-01,77.27,77.27,Paid
PM0012071,P00625,2023-09-01,177.27,177.27,Paid
PM0009417,P00485,2024-05-01,288.29,288.29,Paid
PM0002185,P00107,2025-02-01,275.31,275.31,Paid
PM0003566,P00176,2025-11-01,338.9,338.9,Paid
PM0008342,P00432,2026-06-01,833.55,833.55,Paid
PM0005670,P00301,2025-07-01,157.4,157.4,Paid
PM0004217,P00220,2026-01-01,204.49,204.49,Paid
PM0007972,P00413,2025-05-01,357.69,357.69,Paid
PM0007534,P00389,2026-04-01,270.03,270.03,Paid
PM0011249,P00583,2026-06-01,68.95,68.95,Paid
PM0003015,P00150,2025-06-01,66.26,66.26,Paid
PM0013210,P00677,2025-04-01,138.01,138.01,Paid
PM0010592,P00542,2025-07-01,177.89,177.89,Paid
PM0010769,P00550,2024-11-01,158.06,158.06,Paid
PM0003515,P00173,2024-02-01,247.69,247.69,Paid
PM0001124,P00051,2026-01-01,272.05,156.13,Partial
PM0008882,P00454,2026-04-01,258.55,258.55,Paid
PM0011781,P00609,2025-05-01,446.21,446.21,Paid
PM0004927,P00258,2026-03-01,243.18,243.18,Paid
PM0010672,P00545,2025-05-01,191.08,191.08,Paid
PM0012767,P00655,2026-01-01,156.78,156.78,Paid
PM0010117,P00520,2024-02-01,52.54,52.54,Paid
PM0008643,P00445,2024-10-01,778.87,778.87,Paid
PM0008740,P00449,2025-06-01,33.62,33.62,Paid
PM0008523,P00440,2026-07-01,373.63,373.63,Paid
PM0006993,P00359,2024-04-01,394.21,394.21,Paid
PM0008262,P00428,2025-06-01,71.98,71.98,Paid
PM0011808,P00612,2026-02-01,744.62,744.62,Paid
PM0002326,P00116,2026-03-01,303.7,303.7,Paid
PM0013078,P00671,2025-12-01,377.8,377.8,Paid
PM0005395,P00284,2025-09-01,554.65,554.65,Paid
PM0010440,P00535,2025-08-01,145.59,145.59,Paid
PM0007963,P00413,2024-08-01,357.69,357.69,Paid
PM0007054,P00362,2025-02-01,341.2,341.2,Paid
PM0013021,P00668,2025-04-01,75.59,75.59,Paid
PM0010372,P00532,2025-09-01,412.5,412.5,Paid
PM0011124,P00575,2026-06-01,332.65,332.65,Paid
PM0010130,P00520,2025-03-01,52.54,52.54,Paid
PM0008644,P00445,2024-11-01,778.87,0.0,Missed
PM0002629,P00132,2025-06-01,323.1,323.1,Paid
PM0002563,P00130,2026-01-01,248.96,248.96,Paid
PM0011012,P00568,2026-03-01,163.17,0.0,Missed
PM0004565,P00238,2025-12-01,229.87,229.87,Paid
PM0004709,P00246,2026-05-01,204.0,204.0,Paid
PM0003389,P00167,2026-02-01,379.76,379.76,Paid
PM0003561,P00175,2026-07-01,349.51,349.51,Paid
PM0002334,P00117,2024-10-01,55.81,55.81,Paid
PM0008624,P00444,2026-01-01,160.87,160.87,Paid
PM0009818,P00505,2024-04-01,201.93,201.93,Paid
PM0000819,P00037,2025-06-01,530.5,530.5,Paid
PM0006942,P00353,2025-12-01,81.36,81.36,Paid
PM0012837,P00659,2026-04-01,246.65,246.65,Paid
PM0006879,P00351,2023-07-01,467.05,467.05,Paid
PM0001274,P00058,2026-01-01,375.89,375.89,Paid
PM0004580,P00239,2024-08-01,151.43,151.43,Paid
PM0010066,P00518,2025-05-01,67.39,0.0,Missed
PM0000460,P00022,2025-02-01,619.12,619.12,Paid
PM0004692,P00246,2024-12-01,204.0,204.0,Paid
PM0009313,P00479,2026-03-01,106.47,106.47,Paid
PM0001166,P00054,2025-04-01,148.34,148.34,Paid
PM0009066,P00469,2023-05-01,458.43,458.43,Paid
PM0013565,P00696,2024-09-01,104.7,104.7,Paid
PM0000177,P00010,2025-08-01,181.56,181.56,Paid
PM0013698,P00702,2025-07-01,279.0,279.0,Paid
PM0008699,P00446,2025-12-01,130.98,130.98,Paid
PM0004168,P00214,2025-06-01,377.99,377.99,Paid
PM0005195,P00273,2026-05-01,147.79,147.79,Paid
PM0011625,P00599,2025-02-01,249.05,249.05,Paid
PM0010882,P00557,2025-02-01,321.82,321.82,Paid
PM0008888,P00455,2026-04-01,485.69,485.69,Paid
PM0013143,P00674,2025-02-01,176.2,176.2,Paid
PM0007313,P00378,2025-02-01,521.31,521.31,Paid
PM0005037,P00265,2024-07-01,372.15,372.15,Paid
PM0008303,P00429,2026-06-01,306.99,306.99,Paid
PM0006534,P00334,2025-08-01,525.35,525.35,Paid
PM0010090,P00519,2024-05-01,429.63,429.63,Paid
PM0004990,P00262,2025-05-01,377.63,377.63,Paid
PM0001870,P00089,2025-08-01,211.65,211.65,Paid
PM0008902,P00456,2026-07-01,459.62,459.62,Paid
PM0005832,P00306,2025-02-01,227.92,227.92,Paid
PM0000606,P00027,2025-07-01,65.33,65.33,Paid
PM0010460,P00536,2025-07-01,0.0,0.0,Paid
PM0004283,P00222,2026-06-01,42.17,42.17,Paid
PM0001353,P00065,2024-04-01,174.21,174.21,Paid
PM0010891,P00557,2025-11-01,321.82,321.82,Paid
PM0001806,P00084,2026-07-01,455.57,354.59,Partial
PM0006952,P00354,2026-07-01,224.29,224.29,Paid
PM0007513,P00389,2024-07-01,270.03,270.03,Paid
PM0014027,P00721,2024-06-01,248.01,248.01,Paid
PM0004114,P00211,2023-05-01,481.39,481.39,Paid
PM0003654,P00183,2024-09-01,179.81,0.0,Missed
PM0007439,P00384,2026-01-01,545.23,0.0,Missed
PM0002044,P00100,2025-04-01,386.41,386.41,Paid
PM0001400,P00066,2025-01-01,343.28,343.28,Paid
PM0011688,P00604,2024-07-01,1040.1,1040.1,Paid
PM0009617,P00494,2025-10-01,666.1,666.1,Paid
PM0012357,P00636,2023-11-01,152.85,152.85,Paid
PM0005978,P00312,2025-05-01,199.07,199.07,Paid
PM0013639,P00699,2026-04-01,653.3,653.3,Paid
PM0008181,P00425,2025-11-01,95.32,95.32,Paid
PM0001995,P00097,2025-12-01,539.09,539.09,Paid
PM0007311,P00378,2024-12-01,521.31,521.31,Paid
PM0002863,P00143,2024-10-01,472.19,0.0,Missed
PM0008938,P00459,2024-11-01,413.49,413.49,Paid
PM0007658,P00396,2025-10-01,555.67,555.67,Paid
PM0012064,P00624,2026-03-01,918.51,918.51,Paid
PM0006227,P00321,2026-04-01,76.37,76.37,Paid
PM0013886,P00711,2025-11-01,203.34,203.34,Paid
PM0007915,P00410,2026-03-01,156.23,156.23,Paid
PM0001123,P00051,2025-12-01,272.05,272.05,Paid
PM0003996,P00204,2025-07-01,465.1,465.1,Paid
PM0005966,P00312,2024-05-01,199.07,199.07,Paid
PM0011126,P00576,2024-12-01,0.0,0.0,Paid
PM0012772,P00655,2026-06-01,156.78,156.78,Paid
PM0012007,P00621,2025-06-01,181.36,181.36,Paid
PM0007983,P00413,2026-04-01,357.69,357.69,Paid
PM0012684,P00652,2023-09-01,687.04,687.04,Paid
PM0014495,P00745,2026-06-01,508.87,508.87,Paid
PM0003692,P00184,2024-09-01,406.16,406.16,Paid
PM0004883,P00257,2024-02-01,229.95,175.99,Partial
PM0003625,P00182,2025-10-01,226.88,226.88,Paid
PM0008386,P00435,2023-12-01,160.67,160.67,Paid
PM0008706,P00446,2026-07-01,130.98,130.98,Paid
PM0007238,P00374,2023-10-01,115.5,115.5,Paid
PM0013612,P00698,2024-11-01,286.36,286.36,Paid
PM0005033,P00265,2024-03-01,372.15,372.15,Paid
PM0000496,P00024,2026-04-01,108.85,108.85,Paid
PM0001105,P00050,2025-07-01,405.72,405.72,Paid
PM0008992,P00466,2023-06-01,167.02,167.02,Paid
PM0002002,P00097,2026-07-01,539.09,0.0,Missed
PM0012019,P00621,2026-06-01,181.36,181.36,Paid
PM0003470,P00171,2024-12-01,608.31,608.31,Paid
PM0006003,P00314,2024-07-01,212.52,212.52,Paid
PM0009280,P00478,2024-06-01,129.82,129.82,Paid
PM0003235,P00162,2024-07-01,283.27,283.27,Paid
PM0013727,P00703,2026-03-01,218.62,218.62,Paid
PM0010473,P00537,2023-07-01,570.54,570.54,Paid
PM0005808,P00306,2023-02-01,227.92,227.92,Paid
PM0014354,P00738,2025-10-01,544.15,544.15,Paid
PM0010606,P00543,2024-06-01,150.12,150.12,Paid
PM0000827,P00037,2026-02-01,530.5,530.5,Paid
PM0002929,P00145,2026-05-01,294.38,294.38,Paid
PM0006694,P00341,2025-09-01,207.83,207.83,Paid
PM0014057,P00723,2024-05-01,242.27,242.27,Paid
PM0011201,P00581,2024-09-01,101.16,0.0,Missed
PM0008978,P00463,2026-06-01,120.66,120.66,Paid
PM0013392,P00686,2025-12-01,187.22,187.22,Paid
PM0012844,P00660,2024-06-01,245.23,245.23,Paid
PM0008353,P00434,2023-11-01,639.88,241.01,Partial
PM0009672,P00498,2025-01-01,514.18,514.18,Paid
PM0009109,P00470,2026-05-01,347.86,347.86,Paid
PM0012098,P00625,2025-12-01,177.27,177.27,Paid
PM0009185,P00473,2025-03-01,102.27,102.27,Paid
PM0002985,P00149,2024-05-01,166.92,166.92,Paid
PM0004550,P00236,2025-10-01,768.82,271.97,Partial
PM0000547,P00026,2024-01-01,945.63,945.63,Paid
PM0004780,P00250,2026-02-01,70.42,70.42,Paid
PM0007812,P00404,2024-12-01,661.28,661.28,Paid
PM0006115,P00317,2025-09-01,140.28,0.0,Missed
PM0001169,P00054,2025-07-01,148.34,148.34,Paid
PM0002568,P00130,2026-06-01,248.96,248.96,Paid
PM0012363,P00636,2024-05-01,152.85,152.85,Paid
PM0012647,P00650,2024-04-01,300.09,300.09,Paid
PM0000603,P00027,2025-04-01,65.33,65.33,Paid
PM0009388,P00483,2026-02-01,149.54,149.54,Paid
PM0011708,P00604,2026-03-01,1040.1,1040.1,Paid
PM0013568,P00696,2024-12-01,104.7,104.7,Paid
PM0008972,P00463,2025-12-01,120.66,120.66,Paid
PM0012395,P00637,2025-08-01,80.81,80.81,Paid
PM0000140,P00009,2024-10-01,281.25,281.25,Paid
PM0004586,P00239,2025-02-01,151.43,151.43,Paid
PM0009857,P00508,2024-10-01,633.22,633.22,Paid
PM0010429,P00535,2024-09-01,145.59,145.59,Paid
PM0000383,P00019,2024-12-01,266.55,266.55,Paid
PM0009307,P00479,2025-09-01,106.47,106.47,Paid
PM0012399,P00637,2025-12-01,80.81,80.81,Paid
PM0010948,P00563,2023-11-01,142.21,142.21,Paid
PM0008141,P00421,2025-08-01,560.92,560.92,Paid
PM0009314,P00479,2026-04-01,106.47,106.47,Paid
PM0009029,P00466,2026-07-01,167.02,167.02,Paid
PM0003882,P00197,2024-08-01,810.95,810.95,Paid
PM0012928,P00664,2024-10-01,74.73,74.73,Paid
PM0007711,P00399,2025-04-01,87.55,87.55,Paid
PM0005900,P00309,2025-11-01,396.29,0.0,Missed
PM0005305,P00280,2025-11-01,98.47,98.47,Paid
PM0008681,P00446,2024-06-01,130.98,130.98,Paid
PM0004489,P00233,2025-06-01,70.1,70.1,Paid
PM0006211,P00321,2024-12-01,76.37,76.37,Paid
PM0003195,P00160,2024-03-01,411.19,411.19,Paid
PM0008254,P00428,2024-10-01,71.98,71.98,Paid
PM0014390,P00739,2025-03-01,147.41,147.41,Paid
PM0004491,P00233,2025-08-01,70.1,70.1,Paid
PM0008745,P00449,2025-11-01,33.62,33.62,Paid
PM0012960,P00665,2026-07-01,506.83,506.83,Paid
PM0014520,P00747,2025-06-01,149.96,149.96,Paid
PM0010125,P00520,2024-10-01,52.54,52.54,Paid
PM0011819,P00613,2024-01-01,192.22,192.22,Paid
PM0006396,P00327,2025-08-01,428.66,0.0,Missed
PM0001955,P00096,2023-08-01,408.72,408.72,Paid
PM0011857,P00614,2025-04-01,82.1,82.1,Paid
PM0000170,P00010,2025-01-01,181.56,181.56,Paid
PM0010101,P00519,2025-04-01,429.63,429.63,Paid
PM0012613,P00649,2024-07-01,246.64,246.64,Paid
PM0003893,P00197,2025-07-01,810.95,810.95,Paid
PM0002300,P00114,2026-07-01,558.75,558.75,Paid
PM0008177,P00423,2026-01-01,121.63,121.63,Paid
PM0002644,P00133,2023-12-01,144.56,144.56,Paid
PM0009901,P00509,2026-03-01,191.4,191.4,Paid
PM0003191,P00159,2026-05-01,121.97,121.97,Paid
PM0013988,P00719,2023-06-01,137.75,137.75,Paid
PM0001697,P00078,2025-08-01,500.1,500.1,Paid
PM0009272,P00477,2026-04-01,708.84,708.84,Paid
PM0008878,P00454,2025-12-01,258.55,258.55,Paid
PM0011006,P00567,2026-03-01,85.61,85.61,Paid
PM0009834,P00506,2025-11-01,62.5,28.32,Partial
PM0006966,P00355,2026-07-01,70.51,70.51,Paid
PM0000298,P00015,2026-04-01,224.35,224.35,Paid
PM0013254,P00681,2025-05-01,187.31,187.31,Paid
PM0011223,P00581,2026-07-01,101.16,101.16,Paid
PM0013182,P00676,2024-10-01,349.53,349.53,Paid
PM0003969,P00202,2025-08-01,179.65,132.16,Partial
PM0012287,P00633,2026-04-01,167.48,167.48,Paid
PM0010596,P00542,2025-11-01,177.89,177.89,Paid
PM0007144,P00369,2025-03-01,183.55,183.55,Paid
PM0013365,P00686,2023-09-01,187.22,187.22,Paid
PM0003190,P00159,2026-04-01,121.97,121.97,Paid
PM0006094,P00316,2026-01-01,790.35,790.35,Paid
PM0009904,P00509,2026-06-01,191.4,191.4,Paid
PM0003559,P00175,2026-05-01,349.51,349.51,Paid
PM0006710,P00343,2023-08-01,97.41,97.41,Paid
PM0008599,P00443,2026-07-01,112.5,112.5,Paid
PM0012468,P00640,2025-07-01,172.35,172.35,Paid
PM0007207,P00372,2026-04-01,610.1,610.1,Paid
PM0006563,P00335,2025-09-01,77.12,77.12,Paid
PM0010743,P00549,2024-10-01,54.97,54.97,Paid
PM0011058,P00571,2024-07-01,296.29,296.29,Paid
PM0007044,P00362,2024-04-01,341.2,206.09,Partial
PM0011407,P00591,2025-12-01,157.95,157.95,Paid
PM0013438,P00687,2026-05-01,157.79,157.79,Paid
PM0009708,P00501,2024-09-01,518.28,518.28,Paid
PM0002043,P00100,2025-03-01,386.41,386.41,Paid
PM0004634,P00242,2026-03-01,91.92,91.92,Paid
PM0004605,P00241,2024-05-01,232.67,232.67,Paid
PM0010562,P00541,2025-07-01,116.95,116.95,Paid
PM0005972,P00312,2024-11-01,199.07,199.07,Paid
PM0008484,P00438,2025-07-01,374.73,0.0,Missed
PM0000860,P00039,2026-04-01,1099.84,1099.84,Paid
PM0000653,P00028,2026-03-01,101.58,101.58,Paid
PM0008746,P00449,2025-12-01,33.62,33.62,Paid
PM0000361,P00018,2024-09-01,131.65,131.65,Paid
PM0005820,P00306,2024-02-01,227.92,0.0,Missed
PM0013309,P00683,2025-08-01,256.4,256.4,Paid
PM0003680,P00184,2023-09-01,406.16,406.16,Paid
PM0009493,P00487,2025-10-01,378.75,378.75,Paid
PM0002419,P00123,2026-07-01,697.83,697.83,Paid
PM0005765,P00304,2026-07-01,134.64,134.64,Paid
PM0000503,P00025,2023-06-01,170.93,170.93,Paid
PM0001071,P00049,2024-10-01,64.0,64.0,Paid
PM0010831,P00553,2026-07-01,350.83,350.83,Paid
PM0002607,P00132,2023-08-01,323.1,323.1,Paid
PM0004523,P00234,2025-08-01,101.87,101.87,Paid
PM0007829,P00404,2026-05-01,661.28,0.0,Missed
PM0001059,P00049,2023-10-01,64.0,64.0,Paid
PM0000439,P00021,2024-12-01,195.65,195.65,Paid
PM0010649,P00544,2025-06-01,524.96,524.96,Paid
PM0002362,P00118,2023-11-01,372.74,372.74,Paid
PM0001753,P00081,2024-08-01,316.18,316.18,Paid
PM0001518,P00069,2025-08-01,143.01,143.01,Paid
PM0014408,P00740,2025-07-01,758.16,758.16,Paid
PM0013130,P00674,2024-01-01,176.2,176.2,Paid
PM0006998,P00359,2024-09-01,394.21,394.21,Paid
PM0007766,P00402,2024-09-01,234.54,234.54,Paid
PM0000196,P00012,2026-07-01,142.4,142.4,Paid
PM0008864,P00454,2024-10-01,258.55,258.55,Paid
PM0013015,P00668,2024-10-01,75.59,75.59,Paid
PM0010052,P00518,2024-03-01,67.39,67.39,Paid
PM0003840,P00192,2026-02-01,187.23,187.23,Paid
PM0001083,P00049,2025-10-01,64.0,64.0,Paid
PM0013595,P00697,2025-11-01,206.98,206.98,Paid
PM0014449,P00742,2026-06-01,387.1,387.1,Paid
PM0008575,P00442,2025-12-01,89.15,89.15,Paid
PM0001287,P00059,2024-07-01,134.5,134.5,Paid
PM0010894,P00558,2026-04-01,385.89,385.89,Paid
PM0002704,P00136,2024-12-01,349.29,349.29,Paid
PM0003967,P00201,2026-06-01,125.01,125.01,Paid
PM0002527,P00129,2024-08-01,578.23,578.23,Paid
PM0003672,P00183,2026-03-01,179.81,179.81,Paid
PM0009350,P00482,2026-03-01,168.92,168.92,Paid
PM0004343,P00226,2023-07-01,719.63,719.63,Paid
PM0010932,P00562,2025-05-01,285.53,122.54,Partial
PM0007517,P00389,2024-11-01,270.03,270.03,Paid
PM0007625,P00394,2026-05-01,65.61,65.61,Paid
PM0004443,P00230,2026-03-01,353.59,353.59,Paid
PM0001647,P00077,2024-10-01,179.71,179.71,Paid
PM0003372,P00167,2024-09-01,379.76,379.76,Paid
PM0004619,P00241,2025-07-01,232.67,232.67,Paid
PM0007027,P00360,2025-07-01,259.6,0.0,Missed
PM0001271,P00058,2025-10-01,375.89,375.89,Paid
PM0006757,P00344,2026-05-01,925.69,925.69,Paid
PM0007605,P00393,2025-02-01,834.88,834.88,Paid
PM0002493,P00127,2025-02-01,117.63,117.63,Paid
PM0011235,P00583,2025-04-01,68.95,68.95,Paid
PM0006867,P00350,2025-11-01,338.69,338.69,Paid
PM0012902,P00662,2025-08-01,135.48,135.48,Paid
PM0001810,P00085,2023-05-01,176.78,176.78,Paid
PM0007049,P00362,2024-09-01,341.2,341.2,Paid
PM0003128,P00156,2025-04-01,231.94,231.94,Paid
PM0001113,P00050,2026-03-01,405.72,405.72,Paid
PM0011260,P00584,2025-02-01,447.73,447.73,Paid
PM0013895,P00712,2024-03-01,86.35,86.35,Paid
PM0003061,P00152,2025-07-01,108.42,108.42,Paid
PM0004342,P00226,2023-06-01,719.63,719.63,Paid
PM0000492,P00024,2025-12-01,108.85,108.85,Paid
PM0004832,P00254,2025-08-01,311.13,311.13,Paid
PM0009211,P00474,2026-02-01,544.06,544.06,Paid
PM0002488,P00127,2024-09-01,117.63,117.63,Paid
PM0012781,P00656,2026-07-01,63.8,63.8,Paid
PM0007504,P00389,2023-10-01,270.03,270.03,Paid
PM0008520,P00440,2026-04-01,373.63,373.63,Paid
PM0003688,P00184,2024-05-01,406.16,406.16,Paid
PM0013747,P00705,2025-05-01,165.8,165.8,Paid
PM0009431,P00485,2025-07-01,288.29,288.29,Paid
PM0003576,P00178,2024-02-01,584.32,584.32,Paid
PM0005526,P00294,2025-05-01,166.79,166.79,Paid
PM0010944,P00562,2026-05-01,285.53,285.53,Paid
PM0006871,P00350,2026-03-01,338.69,338.69,Paid
PM0014518,P00747,2025-04-01,149.96,149.96,Paid
PM0014355,P00738,2025-11-01,544.15,544.15,Paid
PM0002565,P00130,2026-03-01,248.96,248.96,Paid
PM0010809,P00552,2024-06-01,1031.65,1031.65,Paid
PM0012917,P00664,2023-11-01,74.73,74.73,Paid
PM0005076,P00267,2025-01-01,86.79,86.79,Paid
PM0000450,P00021,2025-11-01,195.65,75.1,Partial
PM0006194,P00320,2025-03-01,149.0,149.0,Paid
PM0008142,P00421,2025-09-01,560.92,560.92,Paid
PM0013256,P00681,2025-07-01,187.31,187.31,Paid
PM0005309,P00280,2026-03-01,98.47,98.47,Paid
PM0001382,P00066,2023-07-01,343.28,343.28,Paid
PM0010886,P00557,2025-06-01,321.82,321.82,Paid
PM0008055,P00416,2026-06-01,127.49,127.49,Paid
PM0004052,P00208,2025-09-01,180.53,180.53,Paid
PM0004827,P00254,2025-03-01,311.13,179.29,Partial
PM0013293,P00683,2024-04-01,256.4,256.4,Paid
PM0003489,P00171,2026-07-01,608.31,608.31,Paid
PM0010901,P00560,2026-03-01,202.67,202.67,Paid
PM0013911,P00713,2024-05-01,694.25,694.25,Paid
PM0006406,P00327,2026-06-01,428.66,428.66,Paid
PM0007204,P00371,2026-06-01,233.81,233.81,Paid
PM0009652,P00495,2025-12-01,179.38,179.38,Paid
PM0011094,P00572,2025-07-01,619.24,619.24,Paid
PM0013424,P00687,2025-03-01,157.79,157.79,Paid
PM0004592,P00239,2025-08-01,151.43,0.0,Missed
PM0000915,P00042,2026-06-01,284.88,284.88,Paid
PM0013002,P00668,2023-09-01,75.59,75.59,Paid
PM0000295,P00015,2026-01-01,224.35,224.35,Paid
PM0012782,P00657,2023-01-01,126.71,126.71,Paid
PM0013828,P00709,2024-07-01,262.63,262.63,Paid
PM0007911,P00410,2025-11-01,156.23,156.23,Paid
PM0011045,P00570,2025-08-01,159.96,159.96,Paid
